0.00872778,0.0152114,0.0742409,0.0451741,0.116048,0.028302,0.0237215,0.00366461,0.0425297,0.0510159,0.015013,0.00529941,0.0103285,0.0285462,0.0333578,0.0330912,0.0439353,0.0177908,0.04104,0.0117552,0.0449609,0.0220687,0.00766634,0.0182894,0.0245331,0.020814,0.00302741,0.00234646,0.00329155,0.0198587,0.0018831,0.012379,0.003835,0.0351361,0.00114441,0.00522743,0.00123674,0.00641346,0.00759296,0.00149407,0.021702,0.00679975,0.0137369,0.0237394,0.0081448,0.0183386,0.00211627,0.00475958,0.00867087,
0.0539997,0.00190681,0.333798,0.00735619,0.0216548,0.00833338,0.177762,0.0133672,0.0430512,0.0213191,0.0196561,0.00415797,0.00426104,0.0447214,0.0542005,0.0424694,0.0227261,0.0103616,0.00465935,0.0107509,0.0339699,0.00139749,0.00314886,0.00120569,0.0269838,0.00258298,2.9268e-05,0.000310429,0.000374513,0.00234048,0.00240773,0.00173201,0.00381842,0.00355498,0.000112861,0.000458663,0.000142431,0.000771021,0.000883229,0.000207955,0.00237687,0.000938345,0.00186343,0.002729,0.00124675,0.00188369,0.000397707,0.000612371,0.00100606,
0.395613,0.0176064,0.0642747,0.0690265,0.00561501,0.0224306,0.00957533,0.233666,0.00070193,0.000457917,0.00292916,0.120068,0.0102754,0.00139266,0.00679982,0.00864629,0.00164091,0.0143664,0.00194798,0.00151334,0.00132909,5.05234e-05,0.000392367,3.06622e-05,0.000361773,0.000642972,7.07888e-06,3.5759e-05,6.12428e-05,0.000122169,0.0055383,0.000249165,0.0018657,0.000136794,5.13856e-05,1.29259e-05,9.55933e-06,3.25292e-05,2.30078e-05,1.80678e-05,7.05717e-05,3.13839e-05,9.79532e-05,0.000101412,3.46376e-05,7.03694e-05,2.3169e-05,2.15941e-05,3.11488e-05,
0.19701,0.0788739,0.155205,0.127862,0.118643,0.058596,0.000502721,0.00849615,0.00611564,0.070882,0.00254381,0.000873866,0.00258624,0.0492633,0.0271704,0.0030078,0.0164182,0.000293075,0.011695,0.00212412,0.0466589,0.000110002,0.000359924,6.92698e-05,0.000654632,0.000910579,1.38582e-05,1.94682e-05,4.72046e-05,0.000296443,0.00545783,0.0032948,0.000253085,0.00165689,0.000138808,6.13169e-05,4.78544e-05,0.000132457,8.76568e-05,9.51362e-05,0.00018934,0.000154152,0.000311874,0.000193392,0.000111922,0.000237436,8.4499e-05,0.000121488,6.73781e-05,
0.0139885,0.0114855,0.00912835,0.168895,0.00140764,0.0181764,0.0689607,0.102985,0.258402,0.000106123,0.026097,0.0184794,0.0919141,0.00586536,0.141816,0.00163714,0.0195595,0.0025729,0.00499689,0.0269172,0.00122953,1.5307e-05,0.000615092,1.92004e-05,0.000126725,0.000433797,1.46925e-06,0.000361852,5.78035e-05,2.67007e-05,0.000203111,0.00308085,0.000317171,3.61229e-05,1.25124e-05,4.49144e-06,2.65613e-06,1.08596e-05,7.40582e-06,5.94094e-06,6.31279e-06,3.02068e-06,4.13071e-06,5.06177e-06,3.14093e-06,8.80603e-06,5.3526e-06,2.65427e-06,1.93123e-06,
0.107525,0.297087,0.000374323,0.174319,0.0308434,0.256908,0.000877573,0.0721264,0.00618148,6.43555e-05,0.00378229,0.000126386,2.05904e-05,0.00978889,0.00347604,0.000286442,0.0131506,7.74857e-06,0.0113848,0.00624096,6.96804e-05,1.19533e-05,1.38552e-05,9.95506e-06,7.46063e-06,0.002505,5.80054e-07,4.07587e-06,4.17885e-05,5.82485e-05,0.00222023,5.4212e-05,7.6263e-05,6.2767e-05,7.20251e-05,5.09373e-06,1.3841e-05,3.00615e-05,4.94978e-06,1.32734e-05,2.47819e-05,9.85429e-06,4.15831e-05,1.56864e-05,1.22736e-05,1.88129e-05,1.29441e-05,1.00009e-05,6.40324e-06,
0.0165937,0.000270082,0.000392587,0.000160771,3.45812e-05,0.000168941,0.317482,0.00549596,0.587012,8.60184e-05,0.00181586,0.0682531,0.000390374,0.000126345,0.00102279,2.41718e-05,2.47394e-05,0.000338316,3.47874e-05,4.29093e-05,2.15638e-05,3.05352e-08,8.9447e-05,2.63256e-08,2.69268e-05,2.42146e-06,5.42299e-10,1.29888e-05,1.25204e-06,2.48783e-07,6.0082e-05,1.23962e-06,1.29082e-05,1.0588e-07,2.72183e-08,3.94709e-08,2.52943e-09,7.89857e-08,4.43548e-08,3.85359e-08,7.03394e-08,4.23812e-08,2.34515e-08,1.14859e-07,2.76166e-08,6.4633e-08,1.65111e-07,1.56699e-08,2.61167e-08,
0.740117,0.00237108,0.00344376,0.00548255,0.000329153,0.00274997,0.00175543,0.218511,0.000154683,2.167e-05,0.00375002,0.00481853,0.000498947,2.57893e-05,0.00278117,0.000835449,7.70809e-05,2.42423e-05,0.00149742,0.000459806,0.000384208,3.98065e-07,0.000173349,4.06002e-07,1.05017e-05,3.8464e-06,4.82629e-09,5.27084e-06,6.84545e-06,1.69875e-06,0.0094523,8.80471e-05,0.000145155,3.43039e-06,1.70217e-06,2.17693e-07,2.37889e-07,1.53716e-06,6.26209e-07,5.84904e-07,2.3062e-06,9.78714e-07,2.72451e-06,2.40991e-06,1.17191e-06,1.80102e-06,2.25184e-06,7.07582e-07,6.04674e-07,
0.996049,0.000338396,0.000222686,0.000142174,7.03051e-05,0.000370016,5.73907e-06,0.00148917,6.09087e-06,0.000266767,6.03361e-05,3.64657e-05,6.08051e-06,1.73833e-05,5.8664e-05,9.60317e-06,7.70564e-06,1.75554e-07,1.32239e-05,9.01772e-06,0.000141876,9.60499e-09,1.74564e-06,5.88146e-09,4.56311e-06,2.79659e-06,4.07936e-11,9.57109e-08,1.6624e-07,1.0803e-07,0.000664434,6.10814e-07,1.07348e-06,7.72563e-07,5.87305e-07,1.32412e-08,1.34311e-07,1.28512e-07,3.20332e-08,7.66812e-08,3.51453e-07,1.65048e-07,5.88538e-07,2.62093e-07,1.58504e-07,3.25702e-07,2.58533e-07,2.22382e-07,6.16315e-08,
7.2815e-05,0.0232356,0.136567,0.105258,0.0620347,0.0631573,0.0212063,0.0631739,0.0238603,0.0290509,0.0183308,0.0246719,0.0517465,0.0116844,0.0440488,0.0414846,0.0393145,0.0129981,0.00877971,0.0446912,0.0412236,0.0536026,0.00483177,0.0386284,0.00222282,3.60725e-05,0.0134759,3.81138e-05,0.00703778,0.00868415,4.5197e-06,0.00277354,0.000127473,0.00102254,1.04009e-06,0.000385476,2.47305e-06,0.000133945,0.000138388,7.048e-05,2.92759e-05,2.90734e-05,1.6274e-05,3.81317e-05,1.46503e-05,3.01224e-05,4.24627e-06,1.55765e-05,1.44349e-05,
