imgurl0,imgurl1,imgurl2,imgurl3,imgurl4,theme0,theme1,theme2,theme3,theme4,word0,word1,word2,word3,word4,theme00,theme01,theme02,theme03,theme04,theme05,theme06,theme07,theme08,theme09,theme10,theme11,theme12,theme13,theme14,theme15,theme16,theme17,theme18,theme19,theme20,theme21,theme22,theme23,theme24,theme25,theme26,theme27,theme28,theme29,theme30,theme31,theme32,theme33,theme34,theme35,theme36,theme37,theme38,theme39,theme40,theme41,theme42,theme43,theme44,theme45,theme46,theme47,theme48,theme49
https://computing.ece.vt.edu/~ayshrv/doodles/D2/30/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/0/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/22/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/10/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/57/0.png,"fish,waves,boats","amusement,parks,movies","dogs,animals",broke,ocean,ocean,disney,puppy,money,fish,"fish,waves,boats","fish,mermaid,sailor","whale,water,large",ocean,"birds,tropical","bat,stadium,baseball,popcorn","banking,finance,support",fruit,"vehicle,driving,passenger,road,signs","festivals,broadway,emotions","amusement,parks,movies",zoo,"festivals,broadway,emotions","bat,stadium,baseball,popcorn",watersports,"magic,power,mystery",old,"glow,big,space,aliens",water,"corpse,undertaker,vampire","dogs,animals",pets,"spring,animals","pets,babies,family","playful,cute,cuddly,animal","secretary,boss","weather,disaster","pastor,jesus,people,steeple","tire,car,key","priest,nun,bishop",broke,old,"wedding,love,rings","scare,fearful,silent,afraid","racing,mechanics,repair","whale,water,large",garden,"mythical,beast,majestic,fire","gift,hands,food","vehicle,driving,passenger,road,signs",ocean,"whale,water,large","fish,waves,boats",water,"birds,tropical","candles,recipes,balm",fantasy,"nature,plants",supplements,"trump,gop,news"
https://computing.ece.vt.edu/~ayshrv/doodles/D2/46/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/91/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/70/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/3/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/77/0.png,"home,decor,furniture","wedding,love,rings","royalty,structure,magical,historic",automobile,"sports,competition",chair,marriage,castle,racecar,ball,"home,decor,furniture",decorations,cookware,garden,"gift,hands,food","spooky,haunted,halloween","candles,recipes,balm","pastor,jesus,people,steeple","sports,competition","soccer,worldcup,fifa","wedding,love,rings","love,human,small","festivals,broadway,emotions",decorations,"cross,bible,church,heart","spring,animals",watersports,"flying,sky,pilot","amusement,parks,movies",automobile,"royalty,structure,magical,historic","mythical,beast,majestic,fire","magic,power,mystery","spooky,haunted,halloween","love,human,small","pets,babies,family",usa,"brown,round,edges","corpse,undertaker,vampire","sports,competition",automobile,"automobiles,cars","vehicle,driving,passenger,road,signs","tire,car,key","racing,mechanics,repair","sky,rain,weather","priest,nun,bishop","wedding,love,rings","pets,babies,family","trump,gop,news","sports,competition","soccer,worldcup,fifa",watersports,"books,academics,scholastics","bat,stadium,baseball,popcorn","brown,round,edges","vacation,beach,sunny","fish,mermaid,sailor","strong,power,brave,courageous","pollution,dirt,wastage"
https://computing.ece.vt.edu/~ayshrv/doodles/D2/9/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/37/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/92/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/80/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/15/0.png,"dogs,animals",fruit,"whale,water,large","strong,power,brave,courageous","cold,white,winter",pitbull,apple,beluga,hero,snow,"dogs,animals",pets,"spring,animals","pets,babies,family","playful,cute,cuddly,animal","secretary,boss","weather,disaster","pastor,jesus,people,steeple","tire,car,key","priest,nun,bishop",fruit,"food,ingredients,dessert","plant,flower,petals,thorn,stem","cake,cookies,pies,oven",garden,supplements,win,"gift,hands,food",ocean,"internet,information","whale,water,large",water,"fish,mermaid,sailor","fish,waves,boats",ocean,"glow,big,space,aliens","brown,round,edges","internet,information","cake,cookies,pies,oven",gambling,"strong,power,brave,courageous","scare,fearful,silent,afraid","love,human,small","magic,power,mystery","mythical,beast,majestic,fire","trump,gop,news","countries,continents,natural","gift,hands,food",old,"books,academics,scholastics","cold,white,winter","sky,rain,weather","spring,animals","vacation,beach,sunny","weather,disaster",news,"nike,sneaker,running","difficult,study,read,learning","dogs,animals","pollution,dirt,wastage"
https://computing.ece.vt.edu/~ayshrv/doodles/D2/69/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/81/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/39/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/59/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/82/2.png,"music,melody,songs,concerts,singers",supplements,gambling,"pastor,jesus,people,steeple",technology,rockstar,caplet,poker,church,phone,"music,melody,songs,concerts,singers","festivals,broadway,emotions","wedding,love,rings","candles,recipes,balm","amusement,parks,movies","home,decor,furniture","sports,competition","tire,car,key",garden,"plant,flower,petals,thorn,stem",supplements,drinks,"food,ingredients,dessert","candles,recipes,balm",pets,fantasy,"royalty,structure,magical,historic","pastor,jesus,people,steeple","cross,bible,church,heart","gift,hands,food",gambling,"sports,competition","amusement,parks,movies","banking,finance,support",fantasy,"gift,hands,food","playful,cute,cuddly,animal",win,"food,ingredients,dessert","corpse,undertaker,vampire","pastor,jesus,people,steeple","cross,bible,church,heart","priest,nun,bishop","wedding,love,rings","corpse,undertaker,vampire","nature,plants","soccer,worldcup,fifa","birds,tropical","cake,cookies,pies,oven","vehicle,driving,passenger,road,signs",technology,"internet,information",healthcare,"automobiles,cars",automobile,"police,lawyer,criminal","players,balls","pastor,jesus,people,steeple",decorations,"food,ingredients,dessert"
https://computing.ece.vt.edu/~ayshrv/doodles/D2/16/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/66/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/53/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/19/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/1/0.png,technology,"pollution,dirt,wastage","mythical,beast,majestic,fire","countries,continents,natural","dogs,animals",mouse,environment,dragon,world,cat,technology,"internet,information",healthcare,"automobiles,cars",automobile,"police,lawyer,criminal","players,balls","pastor,jesus,people,steeple",decorations,"food,ingredients,dessert","pollution,dirt,wastage",water,"whale,water,large","nature,plants","sky,rain,weather","cake,cookies,pies,oven","family,children,parents",watersports,"spring,animals","cartoon,toy,polar","mythical,beast,majestic,fire","royalty,structure,magical,historic","forest,tree,mountain","magic,power,mystery","playful,cute,cuddly,animal",technology,"vacation,beach,sunny","bat,stadium,baseball,popcorn",fantasy,"cartoon,toy,polar","countries,continents,natural","nature,plants","birds,tropical",ocean,"love,human,small",fruit,"soccer,worldcup,fifa","books,academics,scholastics","music,melody,songs,concerts,singers","internet,information","dogs,animals",pets,"spring,animals","pets,babies,family","playful,cute,cuddly,animal","secretary,boss","weather,disaster","pastor,jesus,people,steeple","tire,car,key","priest,nun,bishop"
https://computing.ece.vt.edu/~ayshrv/doodles/D2/51/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/21/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/38/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/17/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/87/0.png,"music,melody,songs,concerts,singers","difficult,study,read,learning",gambling,cookware,"vehicle,driving,passenger,road,signs",microphone,test,casino,pie,car,"music,melody,songs,concerts,singers","festivals,broadway,emotions","wedding,love,rings","candles,recipes,balm","amusement,parks,movies","home,decor,furniture","sports,competition","tire,car,key",garden,"plant,flower,petals,thorn,stem","difficult,study,read,learning","books,academics,scholastics","love,human,small","family,children,parents","internet,information","police,lawyer,criminal","banking,finance,support","strong,power,brave,courageous","brown,round,edges","food,ingredients,dessert",gambling,"sports,competition","amusement,parks,movies","banking,finance,support",fantasy,"gift,hands,food","playful,cute,cuddly,animal",win,"food,ingredients,dessert","corpse,undertaker,vampire",cookware,"home,decor,furniture","food,ingredients,dessert","candles,recipes,balm","cake,cookies,pies,oven","weather,disaster","fish,waves,boats","racing,mechanics,repair",gambling,"banking,finance,support","vehicle,driving,passenger,road,signs","tire,car,key","automobiles,cars",automobile,"flying,sky,pilot",technology,"royalty,structure,magical,historic","vacation,beach,sunny","trump,gop,news","banking,finance,support"
https://computing.ece.vt.edu/~ayshrv/doodles/D2/78/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/75/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/13/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/42/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/86/0.png,"sports,competition","soccer,worldcup,fifa","candles,recipes,balm","glow,big,space,aliens","vacation,beach,sunny",trophy,pele,apple,moon,summer,"sports,competition","soccer,worldcup,fifa",watersports,"books,academics,scholastics","bat,stadium,baseball,popcorn","brown,round,edges","vacation,beach,sunny","fish,mermaid,sailor","strong,power,brave,courageous","pollution,dirt,wastage","soccer,worldcup,fifa",usa,"sports,competition","bat,stadium,baseball,popcorn","nike,sneaker,running","glow,big,space,aliens","playful,cute,cuddly,animal","love,human,small","forest,tree,mountain","automobiles,cars","candles,recipes,balm","cake,cookies,pies,oven","food,ingredients,dessert","gift,hands,food",decorations,"police,lawyer,criminal","players,balls","pets,babies,family","royalty,structure,magical,historic","wedding,love,rings","glow,big,space,aliens","love,human,small","spooky,haunted,halloween","cartoon,toy,polar","mythical,beast,majestic,fire",library,supplements,"secretary,boss","nike,sneaker,running","festivals,broadway,emotions","vacation,beach,sunny","birds,tropical","cold,white,winter",watersports,"sky,rain,weather","vehicle,driving,passenger,road,signs",news,zoo,old,healthcare
https://computing.ece.vt.edu/~ayshrv/doodles/D2/71/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/74/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/62/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/17/1.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/65/0.png,"scare,fearful,silent,afraid","soccer,worldcup,fifa","plant,flower,petals,thorn,stem",cookware,"police,lawyer,criminal",coward,ball,rose,tin,law,"scare,fearful,silent,afraid","strong,power,brave,courageous","love,human,small","spooky,haunted,halloween","magic,power,mystery","flying,sky,pilot","priest,nun,bishop","sports,competition","difficult,study,read,learning","music,melody,songs,concerts,singers","soccer,worldcup,fifa",usa,"sports,competition","bat,stadium,baseball,popcorn","nike,sneaker,running","glow,big,space,aliens","playful,cute,cuddly,animal","love,human,small","forest,tree,mountain","automobiles,cars","plant,flower,petals,thorn,stem",garden,"nature,plants",fruit,"forest,tree,mountain","cross,bible,church,heart","family,children,parents","internet,information","nike,sneaker,running","players,balls",cookware,"home,decor,furniture","food,ingredients,dessert","candles,recipes,balm","cake,cookies,pies,oven","weather,disaster","fish,waves,boats","racing,mechanics,repair",gambling,"banking,finance,support","police,lawyer,criminal","priest,nun,bishop","secretary,boss","family,children,parents","corpse,undertaker,vampire",drinks,zoo,"automobiles,cars",fantasy,pets
https://computing.ece.vt.edu/~ayshrv/doodles/D2/84/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/56/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/93/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/61/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/49/0.png,"tire,car,key","nike,sneaker,running",win,"pets,babies,family","love,human,small",driving,shoe,lottery,dog,baby,"tire,car,key","vehicle,driving,passenger,road,signs",automobile,"automobiles,cars","racing,mechanics,repair","home,decor,furniture",cookware,"forest,tree,mountain","trump,gop,news","weather,disaster","nike,sneaker,running",usa,"soccer,worldcup,fifa","cartoon,toy,polar","sports,competition",pets,"cold,white,winter","difficult,study,read,learning","playful,cute,cuddly,animal",old,win,"brown,round,edges","strong,power,brave,courageous","players,balls","sports,competition","priest,nun,bishop","internet,information","nature,plants",fantasy,"trump,gop,news","pets,babies,family",pets,"family,children,parents","dogs,animals","spring,animals",healthcare,ocean,"mythical,beast,majestic,fire",supplements,"fish,waves,boats","love,human,small","playful,cute,cuddly,animal","wedding,love,rings","glow,big,space,aliens","whale,water,large","vehicle,driving,passenger,road,signs","books,academics,scholastics","nike,sneaker,running","cartoon,toy,polar","cross,bible,church,heart"
https://computing.ece.vt.edu/~ayshrv/doodles/D2/58/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/4/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/36/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/20/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D2/45/0.png,old,"banking,finance,support",fruit,"cross,bible,church,heart","home,decor,furniture",age,money,apple,jesus,curtains,old,"family,children,parents","corpse,undertaker,vampire","fish,mermaid,sailor","police,lawyer,criminal","nike,sneaker,running",fantasy,"difficult,study,read,learning","pastor,jesus,people,steeple","festivals,broadway,emotions","banking,finance,support",healthcare,gambling,"trump,gop,news","internet,information",automobile,"cross,bible,church,heart","secretary,boss",win,"sports,competition",fruit,"food,ingredients,dessert","plant,flower,petals,thorn,stem","cake,cookies,pies,oven",garden,supplements,win,"gift,hands,food",ocean,"internet,information","cross,bible,church,heart","pastor,jesus,people,steeple","priest,nun,bishop","wedding,love,rings","love,human,small","secretary,boss","music,melody,songs,concerts,singers",usa,"gift,hands,food","weather,disaster","home,decor,furniture",decorations,cookware,garden,"gift,hands,food","spooky,haunted,halloween","candles,recipes,balm","pastor,jesus,people,steeple","sports,competition","soccer,worldcup,fifa"
