imgurl0,imgurl1,imgurl2,imgurl3,imgurl4,theme0,theme1,theme2,theme3,theme4,word0,word1,word2,word3,word4,theme00,theme01,theme02,theme03,theme04,theme05,theme06,theme07,theme08,theme09,theme10,theme11,theme12,theme13,theme14,theme15,theme16,theme17,theme18,theme19,theme20,theme21,theme22,theme23,theme24,theme25,theme26,theme27,theme28,theme29,theme30,theme31,theme32,theme33,theme34,theme35,theme36,theme37,theme38,theme39,theme40,theme41,theme42,theme43,theme44,theme45,theme46,theme47,theme48,theme49
https://computing.ece.vt.edu/~ayshrv/doodles/D1/66/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/85/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/25/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/56/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/68/0.png,"pollution,dirt,wastage",usa,"vehicle,driving,passenger,road,signs","nike,sneaker,running","racing,mechanics,repair",environment,border,car,shoe,car,"pollution,dirt,wastage",water,"whale,water,large","nature,plants","sky,rain,weather","cake,cookies,pies,oven","family,children,parents",watersports,"spring,animals","cartoon,toy,polar",usa,"soccer,worldcup,fifa","trump,gop,news","nike,sneaker,running","countries,continents,natural","strong,power,brave,courageous","home,decor,furniture","bat,stadium,baseball,popcorn","family,children,parents",pets,"vehicle,driving,passenger,road,signs","tire,car,key","automobiles,cars",automobile,"flying,sky,pilot",technology,"royalty,structure,magical,historic","vacation,beach,sunny","trump,gop,news","banking,finance,support","nike,sneaker,running",usa,"soccer,worldcup,fifa","cartoon,toy,polar","sports,competition",pets,"cold,white,winter","difficult,study,read,learning","playful,cute,cuddly,animal",old,"racing,mechanics,repair","tire,car,key",automobile,"automobiles,cars","sports,competition",broke,"home,decor,furniture","strong,power,brave,courageous","dogs,animals",old
https://computing.ece.vt.edu/~ayshrv/doodles/D1/10/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/4/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/77/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/6/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/8/0.png,broke,"banking,finance,support","sports,competition","birds,tropical","books,academics,scholastics",money,money,ball,fly,study,broke,old,"wedding,love,rings","scare,fearful,silent,afraid","racing,mechanics,repair","whale,water,large",garden,"mythical,beast,majestic,fire","gift,hands,food","vehicle,driving,passenger,road,signs","banking,finance,support",healthcare,gambling,"trump,gop,news","internet,information",automobile,"cross,bible,church,heart","secretary,boss",win,"sports,competition","sports,competition","soccer,worldcup,fifa",watersports,"books,academics,scholastics","bat,stadium,baseball,popcorn","brown,round,edges","vacation,beach,sunny","fish,mermaid,sailor","strong,power,brave,courageous","pollution,dirt,wastage","birds,tropical","spring,animals","dogs,animals",ocean,"fish,waves,boats","pastor,jesus,people,steeple","cake,cookies,pies,oven","sky,rain,weather","priest,nun,bishop","trump,gop,news","books,academics,scholastics","difficult,study,read,learning",library,"sports,competition","cross,bible,church,heart","fish,waves,boats",broke,supplements,"nike,sneaker,running","weather,disaster"
https://computing.ece.vt.edu/~ayshrv/doodles/D1/94/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/16/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/49/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/0/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/63/0.png,zoo,technology,"love,human,small","amusement,parks,movies","players,balls",panda,mouse,baby,disney,sports,zoo,"dogs,animals","amusement,parks,movies","spring,animals","playful,cute,cuddly,animal","pets,babies,family","fish,mermaid,sailor","corpse,undertaker,vampire","countries,continents,natural","trump,gop,news",technology,"internet,information",healthcare,"automobiles,cars",automobile,"police,lawyer,criminal","players,balls","pastor,jesus,people,steeple",decorations,"food,ingredients,dessert","love,human,small","playful,cute,cuddly,animal","wedding,love,rings","glow,big,space,aliens","whale,water,large","vehicle,driving,passenger,road,signs","books,academics,scholastics","nike,sneaker,running","cartoon,toy,polar","cross,bible,church,heart","amusement,parks,movies",zoo,"festivals,broadway,emotions","bat,stadium,baseball,popcorn",watersports,"magic,power,mystery",old,"glow,big,space,aliens",water,"corpse,undertaker,vampire","players,balls","bat,stadium,baseball,popcorn","sports,competition","brown,round,edges","soccer,worldcup,fifa","automobiles,cars","strong,power,brave,courageous","vehicle,driving,passenger,road,signs",supplements,"fish,waves,boats"
https://computing.ece.vt.edu/~ayshrv/doodles/D1/60/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/21/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/42/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/58/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/17/1.png,pets,"difficult,study,read,learning","glow,big,space,aliens",old,cookware,animals,test,moon,age,tin,pets,"pets,babies,family","dogs,animals","spring,animals","playful,cute,cuddly,animal",fantasy,ocean,"fish,waves,boats","cake,cookies,pies,oven","amusement,parks,movies","difficult,study,read,learning","books,academics,scholastics","love,human,small","family,children,parents","internet,information","police,lawyer,criminal","banking,finance,support","strong,power,brave,courageous","brown,round,edges","food,ingredients,dessert","glow,big,space,aliens","love,human,small","spooky,haunted,halloween","cartoon,toy,polar","mythical,beast,majestic,fire",library,supplements,"secretary,boss","nike,sneaker,running","festivals,broadway,emotions",old,"family,children,parents","corpse,undertaker,vampire","fish,mermaid,sailor","police,lawyer,criminal","nike,sneaker,running",fantasy,"difficult,study,read,learning","pastor,jesus,people,steeple","festivals,broadway,emotions",cookware,"home,decor,furniture","food,ingredients,dessert","candles,recipes,balm","cake,cookies,pies,oven","weather,disaster","fish,waves,boats","racing,mechanics,repair",gambling,"banking,finance,support"
https://computing.ece.vt.edu/~ayshrv/doodles/D1/50/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/75/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/22/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/86/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/76/0.png,"magic,power,mystery","soccer,worldcup,fifa","dogs,animals","vacation,beach,sunny","spooky,haunted,halloween",wizard,pele,puppy,summer,ghosts,"magic,power,mystery","mythical,beast,majestic,fire","royalty,structure,magical,historic","glow,big,space,aliens","spooky,haunted,halloween",zoo,"music,melody,songs,concerts,singers","dogs,animals","love,human,small",watersports,"soccer,worldcup,fifa",usa,"sports,competition","bat,stadium,baseball,popcorn","nike,sneaker,running","glow,big,space,aliens","playful,cute,cuddly,animal","love,human,small","forest,tree,mountain","automobiles,cars","dogs,animals",pets,"spring,animals","pets,babies,family","playful,cute,cuddly,animal","secretary,boss","weather,disaster","pastor,jesus,people,steeple","tire,car,key","priest,nun,bishop","vacation,beach,sunny","birds,tropical","cold,white,winter",watersports,"sky,rain,weather","vehicle,driving,passenger,road,signs",news,zoo,old,healthcare,"spooky,haunted,halloween","corpse,undertaker,vampire","glow,big,space,aliens","cartoon,toy,polar","playful,cute,cuddly,animal","home,decor,furniture","bat,stadium,baseball,popcorn",old,supplements,water
https://computing.ece.vt.edu/~ayshrv/doodles/D1/69/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/79/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/14/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/77/2.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/44/0.png,"music,melody,songs,concerts,singers","spring,animals","cartoon,toy,polar","sports,competition",decorations,rockstar,butterfly,bear,running,christmas,"music,melody,songs,concerts,singers","festivals,broadway,emotions","wedding,love,rings","candles,recipes,balm","amusement,parks,movies","home,decor,furniture","sports,competition","tire,car,key",garden,"plant,flower,petals,thorn,stem","spring,animals","dogs,animals",pets,"birds,tropical","pets,babies,family",news,"vacation,beach,sunny","whale,water,large",supplements,watersports,"cartoon,toy,polar","playful,cute,cuddly,animal","glow,big,space,aliens","fish,mermaid,sailor","spooky,haunted,halloween","brown,round,edges","internet,information","tire,car,key","police,lawyer,criminal",win,"sports,competition","soccer,worldcup,fifa",watersports,"books,academics,scholastics","bat,stadium,baseball,popcorn","brown,round,edges","vacation,beach,sunny","fish,mermaid,sailor","strong,power,brave,courageous","pollution,dirt,wastage",decorations,"home,decor,furniture",garden,"candles,recipes,balm","cake,cookies,pies,oven","difficult,study,read,learning","sports,competition","pollution,dirt,wastage","strong,power,brave,courageous","mythical,beast,majestic,fire"
https://computing.ece.vt.edu/~ayshrv/doodles/D1/74/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/17/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/57/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/23/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/54/0.png,"soccer,worldcup,fifa",cookware,ocean,"trump,gop,news","nature,plants",ball,pie,fish,politics,tree,"soccer,worldcup,fifa",usa,"sports,competition","bat,stadium,baseball,popcorn","nike,sneaker,running","glow,big,space,aliens","playful,cute,cuddly,animal","love,human,small","forest,tree,mountain","automobiles,cars",cookware,"home,decor,furniture","food,ingredients,dessert","candles,recipes,balm","cake,cookies,pies,oven","weather,disaster","fish,waves,boats","racing,mechanics,repair",gambling,"banking,finance,support",ocean,"whale,water,large","fish,waves,boats",water,"birds,tropical","candles,recipes,balm",fantasy,"nature,plants",supplements,"trump,gop,news","trump,gop,news",news,usa,"banking,finance,support",healthcare,"bat,stadium,baseball,popcorn","family,children,parents","spring,animals",gambling,"pastor,jesus,people,steeple","nature,plants","plant,flower,petals,thorn,stem",garden,"spring,animals","birds,tropical","magic,power,mystery","soccer,worldcup,fifa","gift,hands,food",decorations,"strong,power,brave,courageous"
https://computing.ece.vt.edu/~ayshrv/doodles/D1/65/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/43/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/29/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/85/1.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/31/0.png,"police,lawyer,criminal",healthcare,"fish,mermaid,sailor",usa,"flying,sky,pilot",law,sick,water,wall,airplane,"police,lawyer,criminal","priest,nun,bishop","secretary,boss","family,children,parents","corpse,undertaker,vampire",drinks,zoo,"automobiles,cars",fantasy,pets,healthcare,"banking,finance,support",technology,"trump,gop,news","internet,information","love,human,small","mythical,beast,majestic,fire",news,"plant,flower,petals,thorn,stem","gift,hands,food","fish,mermaid,sailor","fish,waves,boats","whale,water,large",ocean,"corpse,undertaker,vampire",library,"home,decor,furniture","love,human,small","playful,cute,cuddly,animal","secretary,boss",usa,"soccer,worldcup,fifa","trump,gop,news","nike,sneaker,running","countries,continents,natural","strong,power,brave,courageous","home,decor,furniture","bat,stadium,baseball,popcorn","family,children,parents",pets,"flying,sky,pilot","sky,rain,weather","glow,big,space,aliens","birds,tropical","vehicle,driving,passenger,road,signs","banking,finance,support","tire,car,key","internet,information",garden,supplements
https://computing.ece.vt.edu/~ayshrv/doodles/D1/39/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/77/3.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/82/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/44/1.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/34/0.png,gambling,"sports,competition",technology,decorations,"food,ingredients,dessert",poker,soccer,computer,tree,eat,gambling,"sports,competition","amusement,parks,movies","banking,finance,support",fantasy,"gift,hands,food","playful,cute,cuddly,animal",win,"food,ingredients,dessert","corpse,undertaker,vampire","sports,competition","soccer,worldcup,fifa",watersports,"books,academics,scholastics","bat,stadium,baseball,popcorn","brown,round,edges","vacation,beach,sunny","fish,mermaid,sailor","strong,power,brave,courageous","pollution,dirt,wastage",technology,"internet,information",healthcare,"automobiles,cars",automobile,"police,lawyer,criminal","players,balls","pastor,jesus,people,steeple",decorations,"food,ingredients,dessert",decorations,"home,decor,furniture",garden,"candles,recipes,balm","cake,cookies,pies,oven","difficult,study,read,learning","sports,competition","pollution,dirt,wastage","strong,power,brave,courageous","mythical,beast,majestic,fire","food,ingredients,dessert","cake,cookies,pies,oven","candles,recipes,balm","gift,hands,food",drinks,automobile,pets,"scare,fearful,silent,afraid","royalty,structure,magical,historic","cartoon,toy,polar"
https://computing.ece.vt.edu/~ayshrv/doodles/D1/55/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/27/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/28/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/53/0.png,https://computing.ece.vt.edu/~ayshrv/doodles/D1/35/0.png,news,fantasy,"festivals,broadway,emotions","mythical,beast,majestic,fire","forest,tree,mountain",television,elf,music,dragon,nature,news,"trump,gop,news","internet,information","weather,disaster","sports,competition",win,"wedding,love,rings","mythical,beast,majestic,fire","spring,animals","tire,car,key",fantasy,"amusement,parks,movies","cartoon,toy,polar","mythical,beast,majestic,fire","magic,power,mystery",win,"secretary,boss","players,balls",pets,"fish,waves,boats","festivals,broadway,emotions","music,melody,songs,concerts,singers","amusement,parks,movies","wedding,love,rings","love,human,small","fish,waves,boats",fruit,"cake,cookies,pies,oven","scare,fearful,silent,afraid",news,"mythical,beast,majestic,fire","royalty,structure,magical,historic","forest,tree,mountain","magic,power,mystery","playful,cute,cuddly,animal",technology,"vacation,beach,sunny","bat,stadium,baseball,popcorn",fantasy,"cartoon,toy,polar","forest,tree,mountain","mythical,beast,majestic,fire",garden,"birds,tropical","plant,flower,petals,thorn,stem","strong,power,brave,courageous",old,"sky,rain,weather","music,melody,songs,concerts,singers",fruit
